Run;PICP_LSTM;MPIW_LSTM;PICP_MLP;MPIW_MLP
1.0;0.25;5.84;0.03333333333333333;5.147
2.0;0.0;-0.102;0.0;-6.033
3.0;0.5166666666666667;12.158;0.1;1.252
4.0;0.2833333333333333;6.045;0.016666666666666666;-1.309
5.0;0.3;7.157;0.08333333333333333;4.926
6.0;0.016666666666666666;-0.246;0.0;-4.214
7.0;0.16666666666666666;3.572;0.03333333333333333;4.375
8.0;0.7333333333333333;18.011;0.18333333333333332;14.521
9.0;0.35;8.857;0.15;4.219
10.0;0.55;11.877;0.0;-11.01
