Run;PICP_LSTM;MPIW_LSTM;PICP_MLP;MPIW_MLP
1.0;0.6833333333333333;21.387;0.06666666666666667;3.388
2.0;0.1;1.419;0.2833333333333333;14.181
3.0;0.45;13.87;0.0;-6.472
4.0;0.38333333333333336;8.676;0.08333333333333333;1.564
5.0;0.5333333333333333;17.815;0.0;-7.16
6.0;0.2833333333333333;8.698;0.0;-11.916
7.0;0.1;1.109;0.0;-0.831
8.0;0.2833333333333333;6.372;0.4166666666666667;8.64
9.0;0.48333333333333334;13.815;0.0;-4.259
10.0;0.18333333333333332;3.635;0.18333333333333332;6.573
