lower;upper;mean
26.645339965820312;28.588712692260742;27.69014549255371
27.110509872436523;29.152788162231445;28.16156005859375
27.14571762084961;29.18902015686035;28.160886764526367
27.016475677490234;28.941070556640625;27.921993255615234
27.56633758544922;29.455169677734375;28.503284454345703
27.41356658935547;29.17430877685547;28.220592498779297
27.283336639404297;29.0556583404541;28.112590789794922
27.58316993713379;29.343826293945312;28.426843643188477
28.317581176757812;30.174999237060547;29.25963020324707
28.50898551940918;30.353010177612305;29.413904190063477
29.30996322631836;31.34346580505371;30.374631881713867
30.085451126098633;32.15177917480469;31.132741928100586
30.599916458129883;32.70682144165039;31.653217315673828
31.05677032470703;33.1142463684082;32.056182861328125
31.193893432617188;33.229549407958984;32.12989044189453
32.08864974975586;34.111610412597656;33.08475875854492
33.35636901855469;35.44609451293945;34.42437744140625
34.1689453125;36.327972412109375;35.247840881347656
34.39830780029297;36.56682586669922;35.413394927978516
35.83266830444336;38.077171325683594;36.97710418701172
33.77125930786133;35.69414520263672;34.34226608276367
31.91899299621582;33.74018859863281;32.33112716674805
32.63863754272461;34.341251373291016;33.19740676879883
35.14374542236328;36.90863037109375;35.97984313964844
34.188507080078125;36.02184295654297;34.84807205200195
33.62715530395508;35.76237869262695;34.530635833740234
33.27296447753906;35.25229263305664;33.965782165527344
32.94596862792969;34.69090270996094;33.521732330322266
33.858646392822266;35.6186637878418;34.59884262084961
34.50271224975586;36.41160202026367;35.352210998535156
34.2664680480957;36.213035583496094;35.07841491699219
34.41839599609375;36.41969680786133;35.2944450378418
34.607177734375;36.5794677734375;35.433773040771484
34.466365814208984;36.360347747802734;35.2146110534668
35.531883239746094;37.498165130615234;36.4447135925293
36.1446418762207;38.182334899902344;37.05636215209961
37.715301513671875;39.95115661621094;38.858558654785156
39.33457565307617;41.69016647338867;40.532379150390625
39.18510818481445;41.54960632324219;40.21306228637695
40.09100341796875;42.437156677246094;41.14878463745117
40.32726287841797;42.5550537109375;41.184837341308594
40.79207992553711;42.976261138916016;41.643455505371094
41.6968879699707;43.86860656738281;42.567501068115234
41.93464279174805;44.13841247558594;42.77647399902344
42.094547271728516;44.277339935302734;42.90716552734375
43.01930236816406;45.26456832885742;43.93480682373047
44.693058013916016;47.04629898071289;45.73458480834961
44.77570724487305;47.13194274902344;45.6676139831543
43.87128829956055;46.179779052734375;44.625247955322266
45.91325378417969;48.277496337890625;46.924156188964844
45.865291595458984;48.145973205566406;46.58531188964844
44.196556091308594;46.371604919433594;44.71736526489258
41.06600570678711;42.83831024169922;41.1230354309082
41.110286712646484;42.8494873046875;41.34885787963867
41.57499694824219;43.29386901855469;41.91999053955078
43.53826904296875;45.54494094848633;44.305442810058594
44.07520294189453;46.35048294067383;44.99384307861328
43.958465576171875;46.47331237792969;44.99272155761719
45.75811004638672;48.25136184692383;46.86507797241211
48.2395133972168;50.849544525146484;49.469261169433594
48.34654235839844;50.91666793823242;49.31821060180664
49.482845306396484;52.18873596191406;50.62395095825195
50.09804916381836;52.703102111816406;51.02131652832031
50.81315612792969;53.36801528930664;51.70973205566406
52.3060302734375;54.83856964111328;53.23639678955078
53.56534957885742;56.2116813659668;54.560916900634766
54.79459762573242;57.49661636352539;55.80803680419922
56.043575286865234;58.84169387817383;57.105220794677734
58.833351135253906;61.811458587646484;60.124515533447266
63.011512756347656;66.2980728149414;64.60161590576172
66.73335266113281;70.35135650634766;68.47815704345703
61.312713623046875;64.3709716796875;61.744354248046875
63.051815032958984;66.3517074584961;63.85246276855469
69.5567855834961;72.98946380615234;70.932373046875
71.3099365234375;74.4437484741211;72.08444213867188
68.93025207519531;72.22698211669922;69.6446762084961
67.75926971435547;70.82879638671875;68.25189971923828
69.26395416259766;71.929931640625;69.68753814697266
74.58406066894531;77.52123260498047;75.5671615600586
77.23784637451172;80.61023712158203;78.3598861694336
80.58544921875;84.6688003540039;82.30304718017578
85.92838287353516;90.36558532714844;87.91768646240234
88.53063201904297;93.03408813476562;90.22771453857422
91.03791046142578;95.45521545410156;92.55123901367188
108.90111541748047;114.62496948242188;112.62596130371094
104.67305755615234;109.9686050415039;105.76632690429688
93.73341369628906;98.74810791015625;93.64141082763672
86.21785736083984;89.11858367919922;84.0824203491211
85.93212890625;87.0096435546875;83.58845520019531
87.58047485351562;88.57653045654297;85.84921264648438
92.39019775390625;94.64558410644531;92.24199676513672
97.93868255615234;101.85385131835938;99.34661102294922
89.29212188720703;93.1773910522461;89.38654327392578
88.1373519897461;92.31049346923828;88.4413833618164
89.65948486328125;93.15544128417969;89.74333953857422
92.96693420410156;95.86457061767578;92.87332916259766
88.62773895263672;91.24847412109375;87.9704360961914
86.43241119384766;89.57291412353516;86.34284973144531
87.5065689086914;90.447265625;87.48761749267578
87.86347198486328;90.63470458984375;87.73588562011719
86.57817077636719;89.38508605957031;86.4769515991211
