lower;upper;mean
78.22858428955078;83.26921844482422;92.79192352294922
79.22579956054688;83.86141967773438;93.79966735839844
81.72172546386719;85.99380493164062;96.4703140258789
80.42245483398438;85.6036148071289;94.39373779296875
70.09371948242188;76.47564697265625;82.64571380615234
80.32551574707031;84.39718627929688;93.45570373535156
86.2864990234375;91.4444580078125;100.84247589111328
90.46253967285156;95.45548248291016;105.0689468383789
84.55631256103516;91.74462127685547;99.94345092773438
81.92338562011719;87.89881896972656;96.27407836914062
87.25112915039062;92.46784973144531;103.2134780883789
87.39533996582031;92.77566528320312;104.11123657226562
85.22590637207031;90.66288757324219;101.14285278320312
79.34414672851562;85.31270599365234;94.40975189208984
83.69598388671875;88.08250427246094;98.32622528076172
87.62235260009766;92.58610534667969;103.06649780273438
84.32672119140625;90.21357727050781;99.15902709960938
84.3763198852539;90.00426483154297;99.44196319580078
82.16561126708984;88.16016387939453;96.9198989868164
86.01776885986328;90.9612808227539;101.24837493896484
88.3914566040039;93.6359634399414;104.48529815673828
91.54703521728516;96.76533508300781;107.31837463378906
89.74566650390625;96.04744720458984;106.05909729003906
90.6060791015625;96.50848388671875;106.92707824707031
90.4344253540039;96.5383071899414;107.22174835205078
94.41085815429688;99.63208770751953;111.4859619140625
98.11868286132812;103.6709976196289;116.14363098144531
97.91475677490234;104.04663848876953;115.78563690185547
98.4289779663086;104.74407196044922;116.78825378417969
97.99554443359375;104.46656036376953;116.57087707519531
100.61382293701172;106.50939178466797;119.59603118896484
104.80370330810547;110.60578155517578;124.61268615722656
100.97386932373047;108.12960052490234;120.77315521240234
102.739501953125;108.57526397705078;122.3067398071289
100.33198547363281;107.25354766845703;120.26878356933594
102.0860366821289;107.86868286132812;121.64515686035156
99.42076873779297;105.95122528076172;119.71404266357422
99.50477600097656;105.2450180053711;118.52520751953125
94.0720443725586;100.72490692138672;113.44930267333984
88.65628051757812;94.44747161865234;106.27255249023438
85.64563751220703;90.4920883178711;102.95246124267578
82.09741973876953;86.88199615478516;98.18429565429688
78.24065399169922;82.48371124267578;93.48139190673828
71.57572174072266;76.16193389892578;85.1126937866211
69.0759506225586;73.35481262207031;81.31602478027344
67.7901840209961;72.01751708984375;79.82579040527344
64.15523529052734;68.67071533203125;74.93338775634766
60.634490966796875;65.02600860595703;70.47407531738281
56.33917236328125;60.813453674316406;65.24420166015625
57.586483001708984;61.215023040771484;66.30802154541016
57.02803421020508;61.142303466796875;65.6001968383789
58.335147857666016;61.848506927490234;66.30348205566406
55.691715240478516;60.34318161010742;63.6860466003418
54.175872802734375;57.90231704711914;61.78468704223633
54.46282958984375;58.45523452758789;62.437110900878906
53.396671295166016;57.09465789794922;61.111366271972656
50.168521881103516;54.00508499145508;57.16801834106445
49.52804946899414;52.98161697387695;56.355255126953125
50.734344482421875;54.01143264770508;57.65647506713867
50.833072662353516;54.12235641479492;57.32612609863281
