lower;upper;mean
97.16204071044922;96.84919738769531;95.152587890625
98.33695983886719;97.85971069335938;96.38245391845703
103.92247009277344;104.00423431396484;102.17289733886719
106.79582977294922;108.4913101196289;106.2831039428711
83.67717742919922;83.48594665527344;81.24567413330078
106.23860168457031;109.44610595703125;107.46817016601562
121.21383666992188;126.06944274902344;123.49652862548828
120.19515228271484;124.36190032958984;120.41646575927734
112.44090270996094;114.91680145263672;111.5811996459961
108.00881958007812;109.5934829711914;107.76155853271484
114.14754486083984;115.02303314208984;113.3443374633789
113.01215362548828;113.11998748779297;111.09172058105469
108.96614074707031;109.48258972167969;107.32832336425781
99.46179962158203;99.26972198486328;97.3786392211914
110.07024383544922;111.72627258300781;110.15655517578125
118.87210845947266;121.49756622314453;119.26378631591797
109.2528305053711;111.10167694091797;108.12132263183594
111.53846740722656;114.00809478759766;111.43653106689453
108.20903778076172;110.0643539428711;108.03264617919922
111.10261535644531;112.29479217529297;110.22354888916016
119.75213623046875;121.80513000488281;119.68952941894531
126.97139739990234;130.6709747314453;128.25074768066406
121.89103698730469;124.58689880371094;121.7655258178711
121.68956756591797;124.76637268066406;122.32328796386719
121.58462524414062;123.73451232910156;121.57022857666016
127.05545806884766;129.22732543945312;127.00666046142578
136.75634765625;139.7762451171875;137.33853149414062
135.6327362060547;138.98507690429688;136.10958862304688
134.797119140625;137.89678955078125;135.1310577392578
134.29010009765625;136.79913330078125;134.42526245117188
137.03387451171875;139.22019958496094;136.89588928222656
146.0531005859375;148.8496551513672;146.42510986328125
136.1750946044922;137.75404357910156;134.81492614746094
138.42823791503906;140.9461212158203;138.23797607421875
134.59559631347656;136.06988525390625;133.53765869140625
134.38629150390625;135.48194885253906;132.94801330566406
131.78024291992188;132.03707885742188;129.57382202148438
132.45179748535156;133.7653045654297;131.5359649658203
120.49688720703125;119.77073669433594;117.37567138671875
106.76782989501953;105.33555603027344;103.08734130859375
105.46292114257812;103.80934143066406;102.21778106689453
98.39800262451172;96.05066680908203;94.51481628417969
92.52054595947266;90.09571838378906;88.50352478027344
84.69888305664062;82.89683532714844;81.45745849609375
81.89334869384766;80.75;79.53547668457031
81.75164794921875;81.05735778808594;79.79266357421875
75.86479187011719;75.2327880859375;73.7937240600586
70.81877136230469;70.46170806884766;69.05669403076172
64.72425079345703;64.18914031982422;63.04192352294922
68.23351287841797;68.36141967773438;67.38299560546875
68.09508514404297;68.54085540771484;67.20809173583984
71.81848907470703;73.58930206298828;72.13436889648438
68.82451629638672;70.3712158203125;68.73921966552734
64.01976776123047;65.43122863769531;63.91007995605469
65.75048065185547;66.84132385253906;65.69437408447266
62.844032287597656;63.36982345581055;62.11366271972656
55.508541107177734;55.19235610961914;53.940643310546875
57.38717269897461;57.859130859375;56.827125549316406
59.97067642211914;61.03294372558594;59.960689544677734
59.745506286621094;60.8223991394043;59.43761444091797
